r_f_addr,mi_ctrline,oneway_dir,displayrou,r_t_addr,f_street,objectid,pre_dir,st_type,t_street,l_f_addr,street,l_t_addr,st_name,AREA,PERIMETER,COMAREA_,COMAREA_ID,AREA_NUMBE,COMMUNITY,SHAPE_AREA,SHAPE_LEN,length
26,0.0567592307989,,NEIGHBORHOOD GREENWAY,2,S PLYMOUTH CT,752,W,ST,S STATE ST,25,9TH ST,1,9TH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,91.3437414302219
1,0.173126779025,,SHARED-LANE,101,S STATE ST,753,E,ST,S MICHIGAN AVE,2,9TH ST,100,9TH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,278.616240909715
2801,1.26484741635,,BUFFERED BIKE LANE,1801,S CALIFORNIA AVE,754,W,RD,S WOOD ST,2800,CERMAK RD,1800,CERMAK,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,629.740556237915
2801,1.26484741635,,BUFFERED BIKE LANE,1801,S CALIFORNIA AVE,754,W,RD,S WOOD ST,2800,CERMAK RD,1800,CERMAK,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,1405.81600320315
2501,0.22720057526,,SHARED-LANE,2601,N SACRAMENTO AVE,755,N,AVE,W LOGAN BLVD,2500,MILWAUKEE AVE,2600,MILWAUKEE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,365.641499337272
3601,0.557078855131,,BIKE LANE,3301,W ADDISON ST,756,N,AVE,N PULASKI RD,3600,MILWAUKEE AVE,3300,MILWAUKEE,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,896.528245407821
2001,0.232478872786,,NEIGHBORHOOD GREENWAY,1801,N DAMEN AVE,757,W,ST,N RAVENSWOOD AVE,2000,ROSCOE ST,1800,ROSCOE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,374.13491372475
1801,0.206503036957,E,NEIGHBORHOOD GREENWAY,1625,N RAVENSWOOD AVE,758,W,ST,N LINCOLN AVE,1800,SCHOOL ST,1626,SCHOOL,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,35.3659942012537
1801,0.206503036957,E,NEIGHBORHOOD GREENWAY,1625,N RAVENSWOOD AVE,758,W,ST,N LINCOLN AVE,1800,SCHOOL ST,1626,SCHOOL,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,296.965102682509
201,0.254355917894,,BUFFERED BIKE LANE,1,S WENTWORTH AVE,759,W,ST,S STATE ST,200,ROOT ST,2,ROOT,0,0,0,0,37,FULLER PARK,19916704.8692,25339.0897503,172.967955511826
201,0.254355917894,,BUFFERED BIKE LANE,1,S WENTWORTH AVE,759,W,ST,S STATE ST,200,ROOT ST,2,ROOT,0,0,0,0,38,GRAND BOULEVARD,48492503.1554,28196.8371573,236.37201194555
4905,0.298105707264,,BIKE LANE,0,W AINSLIE ST,769,N,ST,W FOSTER AVE,4906,CLARK ST,0,CLARK,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,479.74964348115
5601,0.195904769743,,BIKE LANE,5725,W BRYN MAWR AVE,770,N,ST,W EDGEWATER AVE,5600,CLARK ST,5726,CLARK,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,315.274927536179
1501,0.189167465688,,NEIGHBORHOOD GREENWAY,1401,N CLARK ST,771,W,AVE,N GLENWOOD AVE,1500,CARMEN AVE,1400,CARMEN,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,304.432301280419
10301,1.5039184318,,BIKE LANE,11501,W 103RD ST,772,S,ST,W 115TH ST,10300,STATE ST,11500,STATE,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,2420.28341845279
11501,0.503659960347,,SHARED-LANE,11901,W 115TH ST,795,S,ST,W 119TH ST,11500,STATE ST,11900,STATE,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,0.114108703938842
11501,0.503659960347,,SHARED-LANE,11901,W 115TH ST,795,S,ST,W 119TH ST,11500,STATE ST,11900,STATE,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,810.435011918634
1901,0.149031786684,S,BUFFERED BIKE LANE,2101,W 19TH ST,802,S,AVE,W 21ST ST,1900,BLUE ISLAND AVE,2100,BLUE ISLAND,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,239.840759936026
0,0.727268892977,,OFF-STREET TRAIL,0,CALUMET RIVER,0,,TRAIL,S SAGINAW AVE,0,130TH OFF-STREET TRAIL,0,130TH ST TRAIL,0,0,0,0,51,SOUTH DEERING,303797059.66,80389.8718002,152.764406458034
0,0.727268892977,,OFF-STREET TRAIL,0,CALUMET RIVER,0,,TRAIL,S SAGINAW AVE,0,130TH OFF-STREET TRAIL,0,130TH ST TRAIL,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,1017.63405314738
3554,2.01825662766,,BUFFERED BIKE LANE,2000,N CENTRAL PARK AVE,0,W,AVE,N DAMEN AVE,3553,NORTH AVE,2001,NORTH,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,805.408340140291
3554,2.01825662766,,BUFFERED BIKE LANE,2000,N CENTRAL PARK AVE,0,W,AVE,N DAMEN AVE,3553,NORTH AVE,2001,NORTH,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,2442.6372041099
1600,0.248272813588,,PROTECTED BIKE LANE,1400,S ASHLAND AVE,0,W,ST,S LOOMIS ST,1601,HARRISON ST,1401,HARRISON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,399.551984473881
6700,0.245167137266,,BUFFERED BIKE LANE,6900,E MARQUETTE RD,0,S,ST,W 69TH ST,6701,STATE ST,6901,STATE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,394.552083766231
50,0.0889012963601,,BUFFERED BIKE LANE,2,S LAFAYETTE AVE,0,W,ST,S STATE ST,51,69TH ST,1,69TH,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,143.070539321632
2,0.498391079233,,BIKE LANE,400,S STATE ST,0,E,ST,S MARTIN LUTHER KING DR,1,76TH ST,401,76TH,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,802.069612184667
8033,1.3870839693,,SHARED-LANE,9400,E 83RD ST,0,S,AVE,E 94TH ST,8301,INDIANA AVE,9401,INDIANA,0,0,0,0,44,CHATHAM,82320670.3112,42006.9450094,1576.83979289369
8033,1.3870839693,,SHARED-LANE,9400,E 83RD ST,0,S,AVE,E 94TH ST,8301,INDIANA AVE,9401,INDIANA,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,655.418840796156
9500,0.628800601267,,BUFFERED BIKE LANE,10000,E 95TH ST,0,S,AVE,E 100TH ST,9501,MICHIGAN AVE,10001,MICHIGAN,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,1011.93999250907
700,0.295073609788,,PROTECTED BIKE LANE,900,S UNION AVE,0,W,ST,MAJOR TAYLOR TRAIL,701,115TH ST,901,115TH,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,164.424028730729
700,0.295073609788,,PROTECTED BIKE LANE,900,S UNION AVE,0,W,ST,MAJOR TAYLOR TRAIL,701,115TH ST,901,115TH,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,37.8982178498243
700,0.295073609788,,PROTECTED BIKE LANE,900,S UNION AVE,0,W,ST,MAJOR TAYLOR TRAIL,701,115TH ST,901,115TH,0,0,0,0,75,MORGAN PARK,91877340.6988,46396.419362,272.546195511152
2,0.870601444554,,BIKE LANE,700,S STATE ST,0,W,ST,S UNION AVE,1,115TH ST,701,115TH,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,340.970565731806
2,0.870601444554,,BIKE LANE,700,S STATE ST,0,W,ST,S UNION AVE,1,115TH ST,701,115TH,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,1060.10559469656
11901,0.628722719402,,BIKE LANE,12400,W 119TH ST,0,S,ST,W 124TH ST,11900,STATE ST,12401,STATE,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,1011.81484771862
2,0.996313346386,,NEIGHBORHOOD GREENWAY,800,S STATE ST,0,W,ST,S HALSTED ST,1,124TH ST,801,124TH,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,1603.33359637687
400,0.228298398033,,BIKE LANE,330,S MARTIN LUTHER KING DR,0,E,RD,S PRAIRIE AVE,401,MARQUETTE RD,331,MARQUETTE,0,0,0,0,42,WOODLAWN,57815179.512,46936.9592443,99.195994258342
400,0.228298398033,,BIKE LANE,330,S MARTIN LUTHER KING DR,0,E,RD,S PRAIRIE AVE,401,MARQUETTE RD,331,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,268.208524870551
330,0.145660378997,,BUFFERED BIKE LANE,100,S PRAIRIE AVE,0,E,RD,S HARTWELL AVE,331,MARQUETTE RD,101,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,234.41384438313
100,0.125877845692,,BIKE LANE,34,S HARTWELL AVE,0,E,RD,S WABASH AVE,101,MARQUETTE RD,33,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,202.57752532082
2,0.062601480344,,BUFFERED BIKE LANE,34,S STATE ST,0,E,RD,S WABASH AVE,1,MARQUETTE RD,33,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,100.745732323686
2,0.0845305815006,,BIKE LANE,46,S STATE ST,0,E,RD,S LAFAYETTE AVE,1,MARQUETTE RD,45,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,136.036667939702
46,0.719114777729,,BUFFERED BIKE LANE,630,S PERRY AVE,0,W,RD,S LOWE AVE,45,MARQUETTE RD,631,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,891.819998742843
46,0.719114777729,,BUFFERED BIKE LANE,630,S PERRY AVE,0,W,RD,S LOWE AVE,45,MARQUETTE RD,631,MARQUETTE,0,0,0,0,69,GREATER GRAND CROSSING,98853167.7093,54645.3302996,265.466121571865
630,0.0568372106128,,BIKE LANE,650,S LOWE AVE,0,W,RD,S UNION AVE,631,MARQUETTE RD,651,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,91.4693672788579
650,0.0432056929348,,BUFFERED BIKE LANE,676,S UNION AVE,0,W,RD,S UNION AVE,651,MARQUETTE RD,675,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,69.5318753837238
676,0.0332742480221,,BIKE LANE,716,S UNION AVE,0,W,RD,S EMERALD AVE,675,MARQUETTE RD,715,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,53.5489865087562
716,0.132075856014,,BUFFERED BIKE LANE,831,S EMERALD AVE,0,W,RD,S GREEN ST,715,MARQUETTE RD,831,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,212.552648936663
830,0.125130431541,,BIKE LANE,930,S GREEN ST,0,W,RD,S SANGAMON ST,831,MARQUETTE RD,931,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,201.375279539263
930,0.564849853909,,BUFFERED BIKE LANE,1400,S SANGAMON ST,0,W,RD,S LOOMIS BLVD,931,MARQUETTE RD,1401,MARQUETTE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,404.006775422647
930,0.564849853909,,BUFFERED BIKE LANE,1400,S SANGAMON ST,0,W,RD,S LOOMIS BLVD,931,MARQUETTE RD,1401,MARQUETTE,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,505.019781776413
1400,0.125237240714,,BIKE LANE,1500,S LOOMIS BLVD,0,W,RD,S LAFLIN ST,1401,MARQUETTE RD,1501,MARQUETTE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,201.547481005538
1500,0.0625858469852,,BUFFERED BIKE LANE,1530,S LAFLIN ST,0,W,RD,S JUSTINE ST,1501,MARQUETTE RD,1531,MARQUETTE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,100.72101840075
1530,0.063126077202,,BIKE LANE,1600,S JUSTINE ST,0,W,RD,S ASHLAND AVE,1531,MARQUETTE RD,1601,MARQUETTE,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,101.59043892033
1600,0.503572983539,,SHARED-LANE,2000,N ASHLAND AVE,0,W,ST,N DAMEN AVE,1601,HUBBARD ST,2001,HUBBARD,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,810.414005903059
4400,0.506213039621,,BIKE LANE,4800,N KOSTNER AVE,0,W,AVE,N CICERO AVE,4401,DIVERSEY AVE,4801,DIVERSEY,0,0,0,0,19,BELMONT CRAGIN,109099414.689,43311.707379,389.236306446715
4400,0.506213039621,,BIKE LANE,4800,N KOSTNER AVE,0,W,AVE,N CICERO AVE,4401,DIVERSEY AVE,4801,DIVERSEY,0,0,0,0,20,HERMOSA,32602059.4055,27179.0174378,425.432474105992
2400,0.567720508853,,BIKE LANE,2850,N FULLERTON AVE,0,N,AVE,W WOLFRAM ST,2401,CENTRAL PARK AVE,2851,CENTRAL PARK,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,102.008453318415
2400,0.567720508853,,BIKE LANE,2850,N FULLERTON AVE,0,N,AVE,W WOLFRAM ST,2401,CENTRAL PARK AVE,2851,CENTRAL PARK,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,811.644452169638
3601,0.156725720108,,BUFFERED BIKE LANE,3664,W ADDISON ST,536,N,AVE,N WAVELAND AVE,3600,MILWAUKEE AVE,3665,MILWAUKEE,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,252.224812603082
9400,0.126163468382,,BIKE LANE,9500,E 94TH ST,0,S,AVE,E 95TH ST,9401,MICHIGAN AVE,9501,MICHIGAN,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,203.037119238698
200,0.0834093628109,,SHARED-LANE,100,S INDIANA AVE,0,E,ST,S MICHIGAN AVE,201,94TH ST,101,94TH,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,134.232161389849
500,0.596092307035,,BIKE LANE,2,S COTTAGE GROVE AVE,0,W,ST,S STATE ST,501,115TH ST,1,115TH,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,777.898429057017
500,0.596092307035,,BIKE LANE,2,S COTTAGE GROVE AVE,0,W,ST,S STATE ST,501,115TH ST,1,115TH,0,0,0,0,50,PULLMAN,59001555.602,35572.0695077,1.94168671067576
500,0.596092307035,,BIKE LANE,2,S COTTAGE GROVE AVE,0,W,ST,S STATE ST,501,115TH ST,1,115TH,0,0,0,0,53,WEST PULLMAN,99365198.0822,50023.8430008,179.46140578608
2,0.180633369216,,SHARED-LANE,100,S STATE ST,0,E,ST,S MICHIGAN AVE,1,100TH ST,101,100TH,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,290.696540873227
400,0.52844384003,,BIKE LANE,200,W JACKSON BLVD,0,S,ST,W LAKE ST,401,PAULINA ST,201,PAULINA,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,850.439105417324
200,0.317305863403,,SHARED-LANE,450,W LAKE ST,0,N,ST,W HUBBARD ST,201,PAULINA ST,451,PAULINA,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,110.313151132195
200,0.317305863403,,SHARED-LANE,450,W LAKE ST,0,N,ST,W HUBBARD ST,201,PAULINA ST,451,PAULINA,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,400.335856794609
2901,0.0878280589922,,SHARED-LANE,3000,W GEORGE ST,108,N,AVE,W WELLINGTON AVE,2900,CALIFORNIA AVE,3001,CALIFORNIA,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,141.344544584732
3376,0.259898160936,,SHARED-LANE,3401,N ELSTON AVE,108,N,AVE,W ROSCOE ST,3375,CALIFORNIA AVE,3400,CALIFORNIA,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,418.262552120164
6626,0.0814745807537,,NEIGHBORHOOD GREENWAY,6700,W ALBION AVE,0,N,AVE,W NORTH SHORE AVE,6625,LAKEWOOD AVE,6701,LAKEWOOD,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,131.119199270725
1300,0.108196717738,,NEIGHBORHOOD GREENWAY,1400,N LAKEWOOD AVE,0,W,AVE,N GLENWOOD AVE,1301,NORTH SHORE AVE,1401,NORTH SHORE,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,174.123865767164
1101,0.377580117296,,SHARED-LANE,801,S ABERDEEN ST,0,W,ST,S HALSTED ST,1100,111TH ST,800,111TH,0,0,0,0,75,MORGAN PARK,91877340.6988,46396.419362,607.648229097041
3900,0.174135636794,,PROTECTED BIKE LANE,3991,N KILPATRICK AVE,536,N,AVE,W IRVING PARK RD,3901,MILWAUKEE AVE,3990,MILWAUKEE,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,280.243532724934
5600,0.0626470525707,,SHARED-LANE,5626,N CENTRAL AVE,678,W,AVE,N PARKSIDE AVE,5601,DIVERSEY AVE,5625,DIVERSEY,0,0,0,0,19,BELMONT CRAGIN,109099414.689,43311.707379,100.820642300133
2400,0.105655078527,E,BUFFERED BIKE LANE,2500,N WESTERN AVE,627,W,BLVD,N CAMPBELL AVE,2401,WARREN BLVD,2501,WARREN,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,170.03394626747
1300,0.369018864353,,BUFFERED BIKE LANE,1600,N OGDEN AVE,402,W,ST,N ASHLAND AVE,1301,HUBBARD ST,1601,HUBBARD,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,593.871753971165
800,0.0850370321428,,BUFFERED BIKE LANE,700,N HALSTED ST,402,W,ST,N UNION AVE,801,HUBBARD ST,701,HUBBARD,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,136.852066142991
2000,0.234715546804,,BIKE LANE,2200,S DAMEN AVE,202,W,ST,W OGDEN AVE,2001,TAYLOR ST,2201,TAYLOR,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,377.7345257326
725,0.0686786892568,N,BUFFERED BIKE LANE,800,W SUPERIOR ST,240,N,ST,W CHICAGO AVE,726,DEARBORN ST,801,DEARBORN,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,110.525986360662
1600,0.122286614494,E,BUFFERED BIKE LANE,1500,S ASHLAND AVE,562,W,BLVD,S LAFLIN ST,1601,JACKSON BLVD,1501,JACKSON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,196.799101506691
2401,0.500794994702,,BIKE LANE,2001,N WESTERN AVE,247,W,DR,N DAMEN AVE,2400,LAWRENCE AVE,2000,LAWRENCE,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,805.944461279341
1201,0.0696841901995,,BIKE LANE,1601,W DIVISION ST,79,N,AVE,N ASHLAND AVE,1200,MILWAUKEE AVE,1600,MILWAUKEE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,112.144644300015
2201,0.123809629313,,BIKE LANE,2301,W WEBSTER AVE,719,N,ST,W BELDEN AVE,2200,HALSTED ST,2300,HALSTED,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,199.249758605446
3701,0.0488286828444,,BIKE LANE,3733,W ADDISON ST,291,N,ST,W BRADLEY PL,3700,HALSTED ST,3734,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,78.5811623949935
7500,0.0946905449551,,BUFFERED BIKE LANE,7400,W 75TH ST,21,S,ST,W 74TH ST,7501,HALSTED ST,7401,HALSTED,0,0,0,0,68,ENGLEWOOD,85652323.0826,42316.8442973,152.3876193489
8501,0.252906039831,,BUFFERED BIKE LANE,8301,W 85TH ST,426,S,ST,W 83RD ST,8500,HALSTED ST,8300,HALSTED,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,407.007334195335
2425,0.081900133529,,PROTECTED BIKE LANE,2401,W ARMITAGE AVE,123,N,AVE,N WESTERN AVE,2426,MILWAUKEE AVE,2400,MILWAUKEE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,131.804398194215
3201,0.502365984532,,BIKE LANE,2801,W BELMONT AVE,0,N,AVE,W DIVERSEY PKWY,3200,DAMEN AVE,2800,DAMEN,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,808.472160095646
6601,0.12553232692,,SHARED-LANE,6701,E MARQUETTE RD,0,S,AVE,E 67TH ST,6600,EBERHART AVE,6700,EBERHART,0,0,0,0,42,WOODLAWN,57815179.512,46936.9592443,202.021240310175
625,0.239730179666,,SHARED-LANE,425,W ERIE ST,0,N,ST,W HUBBARD ST,624,NOBLE ST,424,NOBLE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,385.804025059649
801,0.0640976591662,,BIKE LANE,825,S HALSTED ST,0,W,ST,S EMERALD AVE,800,ROOT ST,826,ROOT,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,103.153820054174
2201,0.126857057951,,SHARED-LANE,2301,W CERMAK RD,0,S,ST,S BLUE ISLAND AVE,2200,WOOD ST,2300,WOOD,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,204.154558407235
5501,0.156405145553,,BIKE LANE,5401,N BOWMANVILLE AVE,0,N,AVE,W BALMORAL AVE,5500,DAMEN AVE,5400,DAMEN,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,251.707389539288
0,0.149813653494,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,0.140706786168923
0,0.149813653494,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,240.959261826693
10001,0.575024167498,,SHARED-LANE,10301,E 100TH ST,0,S,DR,STATE LINE,10000,AVENUE G,10300,AVENUE G,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,925.385621503108
8301,0.502601379843,,BIKE LANE,8701,W 8RD ST,0,S,BLVD,W 87TH ST,8300,LOOMIS BLVD,8700,LOOMIS,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,808.848981346491
9801,0.25858377055,,NEIGHBORHOOD GREENWAY,9801,S LOOMIS ST,0,W,ST,S VINCENNES AVE,9800,98TH ST,9800,98TH,0,0,0,0,73,WASHINGTON HEIGHTS,79635752.8769,42222.598163,416.145166998486
8701,1.38421247921,,NEIGHBORHOOD GREENWAY,9801,W 87TH ST,0,S,ST,W 98TH ST,8700,LOOMIS ST,9800,LOOMIS,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,392.661705968982
8701,1.38421247921,,NEIGHBORHOOD GREENWAY,9801,W 87TH ST,0,S,ST,W 98TH ST,8700,LOOMIS ST,9800,LOOMIS,0,0,0,0,73,WASHINGTON HEIGHTS,79635752.8769,42222.598163,1834.98594547954
3101,0.787058109307,,SHARED-LANE,3625,S BRAINARD AVE,0,E,ST,S AVENUE K,3100,134TH ST,3626,134TH,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,1266.61384272588
13001,0.501231697633,,SHARED-LANE,13401,E 130TH ST,0,S,,E 134TH ST,13000,AVENUE N,13400,AVENUE N,0,0,0,0,55,HEGEWISCH,145965741.437,73692.3821322,806.632532724388
10039,0.695622260617,,BIKE LANE,10601,S INDIANAPOLIS AVE,0,S,AVE,E 106TH ST,10038,EWING AVE,10600,EWING,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,1119.46498848436
9801,0.253278575674,S,NEIGHBORHOOD GREENWAY,10001,E 98TH ST,0,S,,E 100TH ST,9800,AVENUE J,10000,AVENUE J,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,407.601180979832
3600,0.12485948534,E,NEIGHBORHOOD GREENWAY,3701,S AVENUE L,0,E,ST,S AVENUE J,3600,98TH ST,3700,98TH,0,0,0,0,52,EAST SIDE,83241728.0493,52274.1928493,200.936387029682
6001,1.51520676385,,BIKE LANE,4801,N AUSTIN BLVD,0,W,ST,N CICERO AVE,6000,DIVISION ST,4800,DIVISION,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,2438.21565007815
3201,0.18445671843,,BIKE LANE,3101,N BELMONT ST,0,N,AVE,N AVERS AVE,3200,MILWAUKEE AVE,3100,MILWAUKEE,0,0,0,0,21,AVONDALE,55290595.473,34261.9334038,296.852958545096
2201,0.363381040254,,BIKE LANE,2425,W PALMER SQUARE,0,N,AVE,N MILWAUKEE AVE,2200,SACRAMENTO AVE,2426,SACRAMENTO,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,584.801176494598
2001,0.12412968416,E,BIKE LANE,1901,N DAMEN AVE,0,W,ST,S LINCOLN AVE,2000,GRACE ST,1900,GRACE,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,199.765488230086
4601,0.244181617827,N,BIKE LANE,4401,W WILSON AVE,0,N,AVE,W MONTROSE AVE,4600,MAPLEWOOD AVE,4400,MAPLEWOOD,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,392.969187106762
4601,0.244374213405,S,BIKE LANE,4401,W WILSON AVE,0,N,AVE,W MONTROSE AVE,4600,CAMPBELL AVE,4400,CAMPBELL,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,393.279085049852
4701,0.133094417938,,SHARED-LANE,4601,W LELAND AVE,0,N,AVE,W WILSON AVE,4700,CAMPBELL AVE,4600,CAMPBELL,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,214.193023104726
3201,0.252119039914,,BIKE LANE,3001,W BELMONT AVE,571,N,AVE,W WELLINGTON AVE,3200,SOUTHPORT AVE,3000,SOUTHPORT,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,405.741830428133
0,0.29906391005,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,481.291941755845
0,0.352588527696,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,156.930593272285
0,0.352588527696,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,410.501491359114
0,0.360254413301,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,16,IRVING PARK,89611382.3106,49083.2240938,579.769082500288
0,0.0686292996424,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,46.6115581906926
0,0.0686292996424,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,63.8359484299055
0,0.367527043652,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,591.475515353345
0,0.30605318137,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,492.543043566646
0,0.0463614993538,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,74.6113331617824
0,0.127324839838,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,204.908712826149
0,0.0104510042322,,OFF-STREET TRAIL,0,,0,,,,,,0,,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,16.8191977023698
